date,open,high,low,close,volume,sma_20,sma_50,rsi,sentiment_score
2020-04-17,12181.7998046875,12454.5,12181.7998046875,12454.5,23199,2409.839990234375,2352.2482897281648,50.87322631698285,0.0
2020-04-20,28.0,28.0,28.0,28.0,0,1787.864990234375,2352.148289728165,50.0,0.0
2020-04-21,28.0,28.0,28.0,28.0,0,1787.864990234375,2032.7082897281646,50.0,0.0
2020-04-22,28.0,28.0,28.0,28.0,0,1787.864990234375,2032.6282897281646,50.0,0.0
2020-04-23,28.0,28.0,28.0,28.0,0,1787.864990234375,2032.5342897129058,50.0,0.0
2020-04-24,12045.5,12136.400390625,11636.400390625,12136.400390625,18700,2393.285009765625,2274.6102975559234,50.99199481875012,0.0
2020-04-27,28.0,28.0,28.0,28.0,0,1812.435009765625,2274.488297586441,50.0,0.0
2020-04-28,28.0,28.0,28.0,28.0,0,1812.435009765625,2274.990297584534,50.0,0.0
2020-04-29,28.0,28.0,28.0,28.0,0,1812.435009765625,2274.83791759491,50.0,0.0
2020-04-30,28.0,28.0,28.0,28.0,0,1812.435009765625,2274.69696559906,50.0,0.0
2020-05-01,12636.400390625,12636.400390625,12636.400390625,12636.400390625,0,2442.855029296875,2526.7335454177855,60.221115524664796,0.0
2020-05-04,28.0,28.0,28.0,28.0,0,1885.1650390625,2250.2375493240356,50.0,0.0
2020-05-05,28.0,28.0,28.0,28.0,0,1885.1650390625,2250.100407295227,50.0,0.0
2020-05-06,28.0,28.0,28.0,28.0,0,1885.1650390625,2249.9689793014527,50.0,0.0
2020-05-07,28.0,28.0,28.0,28.0,0,1885.1650390625,2249.8165993118287,39.95596540732724,0.0
2020-05-08,12272.7001953125,12272.7001953125,11636.400390625,11727.2998046875,7590,2470.130029296875,2483.6730714035034,59.56874247994303,0.0
2020-05-11,28.0,28.0,28.0,28.0,0,2470.130029296875,2215.8350635910033,50.0,0.0
2020-05-12,28.0,28.0,28.0,28.0,0,2470.130029296875,2215.7112536239624,50.0,0.0
2020-05-13,28.0,28.0,28.0,28.0,0,2470.130029296875,2215.5874436569216,50.0,0.0
2020-05-14,28.0,28.0,28.0,28.0,0,2470.130029296875,2215.4769676589967,40.02993864445013,0.0
2020-05-15,12000.0,12000.0,12000.0,12000.0,0,2447.405029296875,2454.819825630188,59.87994197045339,0.0
2020-05-18,28.0,28.0,28.0,28.0,0,2447.405029296875,2180.055821723938,50.0,0.0
2020-05-19,28.0,28.0,28.0,28.0,0,2447.405029296875,2180.019631729126,50.0,0.0
2020-05-20,28.0,28.0,28.0,28.0,0,2447.405029296875,2179.9682037353514,50.0,0.0
2020-05-21,28.0,28.0,28.0,28.0,0,2447.405029296875,2179.9053457260134,39.48441194423362,0.0
2020-05-22,11272.7001953125,11772.7001953125,11272.7001953125,11272.7001953125,627,2404.22001953125,2404.776491622925,59.59653391844219,0.0
2020-05-26,28.0,28.0,28.0,28.0,0,2404.22001953125,2173.302487716675,50.0,0.0
2020-05-27,28.0,28.0,28.0,28.0,0,2404.22001953125,2173.327249717712,50.0,0.0
2020-05-28,28.0,28.0,28.0,28.0,0,2404.22001953125,2173.35201171875,50.0,0.0
2020-05-29,10954.5,11772.7001953125,10954.5,11772.7001953125,2255,2991.455029296875,2408.293635635376,50.03248574673013,0.0
2020-06-01,28.0,28.0,28.0,28.0,2828,2361.035009765625,2408.286015625,50.0,0.0
2020-06-02,28.0,28.0,28.0,28.0,10,2361.035009765625,2159.496015625,50.0,0.0
2020-06-03,28.0,28.0,28.0,28.0,1155,2361.035009765625,2159.496015625,50.0,0.0
2020-06-04,28.0,28.0,28.0,28.0,320,2361.035009765625,2159.496015625,50.0,0.0
2020-06-05,11363.599609375,11363.599609375,11363.599609375,11363.599609375,0,2927.814990234375,2386.2080078125,49.540746533925066,0.0
2020-06-08,28.0,28.0,28.0,28.0,8657,2342.85,2386.2080078125,50.0,0.0
2020-06-09,28.0,28.0,28.0,28.0,0,2342.85,2153.8680078125,50.0,0.0
2020-06-10,28.0,28.0,28.0,28.0,0,2342.85,2153.8680078125,50.0,0.0
2020-06-11,28.0,28.0,28.0,28.0,210,2342.85,2153.8680078125,50.0,0.0
2020-06-12,11545.5,11545.5,11545.5,11545.5,0,2918.725,2384.2180078125,50.19790243973008,0.0
2020-06-15,28.0,28.0,28.0,28.0,0,2320.125,2384.2180078125,50.0,0.0
2020-06-16,28.0,28.0,28.0,28.0,0,2320.125,2161.14201171875,50.0,0.0
2020-06-17,28.0,28.0,28.0,28.0,0,2320.125,2161.14201171875,50.0,0.0
2020-06-18,28.0,28.0,28.0,28.0,0,2320.125,2161.14201171875,39.77848883560063,0.0
2020-06-19,12181.7998046875,12181.7998046875,11454.5,11454.5,121,2891.45,2389.67201171875,59.99996513052022,0.0
2020-06-22,28.0,28.0,28.0,28.0,0,2329.214990234375,2389.67201171875,50.0,0.0
2020-06-23,2.4600000381469727,2.4600000381469727,2.4600000381469727,2.4600000381469727,0,2327.9379902362825,2389.1612117195127,49.98138069762108,0.0
2020-06-24,28.0,28.0,28.0,28.0,5250,2327.9379902362825,2389.1612117195127,50.0,0.0
2020-06-25,28.0,28.0,28.0,28.0,2100,2327.9379902362825,2389.1612117195127,40.104178943731156,0.0
2020-06-26,12272.7001953125,12272.7001953125,11363.599609375,11363.599609375,209,2307.4829609394073,2615.873203907013,59.895821056268844,0.0
2020-06-29,28.0,28.0,28.0,28.0,5,2307.4829609394073,2367.343203907013,50.0,0.0
2020-06-30,28.0,28.0,28.0,28.0,316,2307.4829609394073,2367.343203907013,50.0,0.0
2020-07-01,28.0,28.0,28.0,28.0,0,2307.4829609394073,2367.343203907013,50.0,0.0
2020-07-02,28.0,28.0,28.0,28.0,21,2307.4829609394073,2367.343203907013,39.91334792453675,0.0
2020-07-06,28.0,28.0,28.0,28.0,2677,1740.7029804706574,2367.343203907013,50.0,0.0
2020-07-07,28.0,28.0,28.0,28.0,4308,1740.7029804706574,2125.175196094513,50.0,0.0
2020-07-08,28.0,28.0,28.0,28.0,3116,1740.7029804706574,2125.175196094513,50.0,0.0
2020-07-09,28.0,28.0,28.0,28.0,8709,1740.7029804706574,2125.175196094513,50.0,0.0
2020-07-10,12090.900390625,12090.900390625,12090.900390625,12090.900390625,0,2343.848000001907,2366.4332039070127,50.68857093705045,0.0
2020-07-13,30.28569984436035,30.761899948120117,28.66670036315918,29.142900466918945,56547,1768.0301450252532,2366.4560619163512,50.00121982410984,0.0
2020-07-14,28.857099533081055,28.95240020751953,28.0,28.28569984436035,133908,1768.0444300174713,2114.2937681007384,50.02757844554074,0.0
2020-07-15,28.095199584960938,28.381000518798828,28.0,28.0,58885,1768.0444300174713,2114.2937681007384,50.0,0.0
2020-07-16,28.0,28.0,28.0,28.0,0,1768.0444300174713,2114.2937681007384,50.0,0.0
2020-07-17,12272.7001953125,12909.099609375,12272.7001953125,12727.2998046875,3091,2403.009420251846,2368.2797641944885,51.41578111383566,0.0
2020-07-20,28.28569984436035,29.142900466918945,28.095199584960938,28.66670036315918,142286,1831.7177552700043,2368.2930982017515,50.00067311197428,0.0
2020-07-21,28.66670036315918,29.809499740600586,28.571399688720703,29.142900466918945,277512,1831.7749002933501,2134.3299601173403,50.00115388056614,0.0
2020-07-22,29.618999481201172,30.095199584960938,28.761899948120117,28.857099533081055,155875,1833.0947552680968,2134.3471021080018,50.00086532888535,0.0
2020-07-23,28.95240020751953,30.095199584960938,28.857099533081055,30.0,334692,1833.194755268097,2134.3871021080017,50.00201915619553,0.0
2020-07-24,12545.5,12545.5,12272.7001953125,12363.599609375,21263,2449.974735736847,2381.099094295502,59.970701198473044,0.0
2020-07-27,30.95240020751953,31.238100051879883,30.381000518798828,30.571399688720703,257015,1883.3233252525329,2381.150522289276,50.00173292973319,0.0
2020-07-28,30.571399688720703,33.23809814453125,30.381000518798828,32.66669845581055,905565,1883.5566601753235,2141.8038562583924,50.00314491448425,0.0
2020-07-29,33.14289855957031,34.285701751708984,31.618999481201172,33.04759979248047,1067124,1883.8090401649474,2141.9048082542417,50.003401588586236,0.0
2020-07-30,31.428600311279297,33.4286003112793,31.428600311279297,32.5713996887207,428474,1884.0376101493835,2141.9962362480164,40.29625056854857,0.0
2020-07-31,11909.099609375,12727.2998046875,11863.599609375,12727.2998046875,17248,2519.0026003837584,2395.9822323417666,60.11558859897497,0.0
2020-08-03,32.66669845581055,34.476200103759766,32.66669845581055,33.80950164794922,837822,2519.293075466156,2396.0984223747255,50.00366018678036,0.0
2020-08-04,33.90480041503906,34.0,32.76190185546875,32.95240020751953,725417,2519.540695476532,2171.3034664726256,50.00328153926454,0.0
2020-08-05,32.66669845581055,34.19049835205078,32.09519958496094,33.23809814453125,1083898,2519.8026003837585,2171.4082284355163,50.00347083412736,0.0
2020-08-06,33.23809814453125,33.714298248291016,33.14289855957031,33.4286003112793,524059,2520.0740303993225,2171.516800441742,39.886920089836806,0.0
2020-08-07,13636.400390625,13636.400390625,13636.400390625,13636.400390625,11,2597.3490303993226,2443.684808254242,60.687147982793675,0.0
2020-08-10,35.523799896240234,35.523799896240234,33.33330154418945,33.61899948120117,404353,2597.5728353500367,2208.903184337616,50.00289653975717,0.0
2020-08-11,33.61899948120117,33.61899948120117,33.61899948120117,33.61899948120117,0,2597.8395003318788,2209.01556432724,50.00308149652067,0.0
2020-08-12,33.33330154418945,36.5713996887207,33.33330154418945,36.09519958496094,1690465,2598.2442603111267,2209.177468318939,50.003944226551766,0.0
2020-08-13,36.19049835205078,36.19049835205078,34.19049835205078,34.38100051879883,313607,2598.5633103370665,2209.3050883293154,40.506561797696875,0.0
2020-08-14,13727.2998046875,13727.2998046875,13181.7998046875,13636.400390625,1133,2644.0183396339417,2481.4730961418154,60.27561245431823,0.0
2020-08-17,34.476200103759766,34.85710144042969,33.90480041503906,34.09519958496094,248113,2644.2897645950316,2254.8830079460145,50.000894998374754,0.0
2020-08-18,33.80950164794922,34.66669845581055,33.04759979248047,33.23809814453125,299188,2644.4945244789124,2254.987769908905,50.00011935216196,0.0
2020-08-19,33.80950164794922,34.76190185546875,33.04759979248047,33.23809814453125,575078,2644.713574409485,2255.0925318717955,50.000417706379245,0.0
2020-08-20,33.4286003112793,34.66669845581055,33.23809814453125,33.33330154418945,390401,2644.8802394866943,2255.1991979026793,40.54242425345735,0.0
2020-08-21,13545.5,13681.7998046875,13545.5,13681.7998046875,3762,2710.7902492523194,2528.2751939964296,60.025700608506284,0.0
2020-08-24,34.19049835205078,34.19049835205078,32.95240020751953,33.23809814453125,146607,2710.9235841751097,2298.02995595932,50.00017481851048,0.0
2020-08-25,33.33330154418945,33.61899948120117,32.76190185546875,32.85710144042969,158701,2710.933104324341,2298.1270979881288,49.999766868464896,0.0
2020-08-26,32.95240020751953,34.0,32.66669845581055,32.76190185546875,302619,2710.9188194274902,2298.222336025238,49.99959204734829,0.0
2020-08-27,33.23809814453125,33.33330154418945,32.38100051879883,32.95240020751953,293595,2710.9378694534303,2298.3213840293884,40.01361088024252,0.0
2020-08-28,13954.5,13954.5,13954.5,13954.5,33,2772.297879219055,2576.8513840293886,60.17181314932554,0.0
2020-08-31,33.33330154418945,34.0,33.04759979248047,33.523799896240234,278853,2772.2835941314697,2348.431860027313,49.99994219796723,0.0
2020-09-01,33.61899948120117,35.14289855957031,32.76190185546875,34.0,1015462,2772.335974121094,2348.551860027313,49.99872783335695,0.0
2020-09-02,34.476200103759766,34.76190185546875,33.80950164794922,34.09519958496094,347259,2772.378829193115,2349.1845640182496,49.99982646351897,0.0
2020-09-03,34.09519958496094,34.95240020751953,33.714298248291016,34.19049835205078,492917,2772.4169240951537,2349.3083739852905,40.106640857865756,0.0
2020-09-04,13954.5,13954.5,13954.5,13954.5,0,2788.321904563904,2627.8383739852907,60.07817260463573,0.0
2020-09-08,35.04759979248047,38.19049835205078,35.04759979248047,37.04759979248047,1630297,2788.493334579468,2401.3073337936403,50.00229546841324,0.0
2020-09-09,37.14289855957031,37.714298248291016,35.23809814453125,35.523799896240234,648803,2788.5885746002195,2401.457809791565,50.001377256216095,0.0
2020-09-10,36.09519958496094,36.85710144042969,35.23809814453125,36.476200103759766,692070,2788.6076246261596,2401.62733379364,50.001893743074824,0.0
2020-09-11,13181.7998046875,13181.7998046875,13181.7998046875,13181.7998046875,0,3445.9785648345946,2664.7033298873903,49.69688879606059,0.0
2020-09-14,36.0,36.285701751708984,35.33330154418945,35.90480041503906,526277,2765.9537853240968,2664.861425895691,50.001626527635885,0.0
2020-09-15,35.90480041503906,36.19049835205078,35.14289855957031,35.23809814453125,452568,2766.010930252075,2665.0061878585816,50.00145225940124,0.0
2020-09-16,35.23809814453125,35.714298248291016,34.95240020751953,35.23809814453125,307111,2766.1109302520754,2665.1509498214723,50.00151032696102,0.0
2020-09-17,35.23809814453125,35.4286003112793,34.476200103759766,34.5713996887207,412393,2766.1775953292845,2665.2823778152465,50.00098748405884,0.0
2020-09-18,13636.400390625,13636.400390625,13636.400390625,13636.400390625,0,3446.330949783325,2937.4503856277465,49.80522032139375,0.0
2020-09-21,34.66669845581055,34.85710144042969,33.523799896240234,33.80950164794922,259516,2763.9314346313477,2696.3085678482057,50.0001756265121,0.0
2020-09-22,33.61899948120117,33.90480041503906,32.95240020751953,33.04759979248047,180229,2763.921909713745,2696.386661834717,49.99941454282988,0.0
2020-09-23,33.80950164794922,33.80950164794922,32.5713996887207,32.76190185546875,191448,2763.917149734497,2696.476185874939,49.99918040033876,0.0
2020-09-24,32.76190185546875,33.90480041503906,32.76190185546875,33.04759979248047,147072,2763.9314346313477,2696.5771378707886,49.99929744343004,0.0
2020-09-25,13181.7998046875,13818.2001953125,13181.7998046875,13818.2001953125,704,3453.1938243865966,2972.3811417770385,49.91607504886278,0.0
2020-09-28,32.85710144042969,33.61899948120117,32.38100051879883,33.04759979248047,181183,2757.1212043762207,2718.496097679138,49.99753302924086,0.0
2020-09-29,33.14289855957031,33.14289855957031,32.19049835205078,32.285701751708984,271546,2757.059299468994,2718.568477706909,49.99800290787199,0.0
2020-09-30,32.19049835205078,32.38100051879883,31.04759979248047,31.238100051879883,407967,2756.921204471588,2718.6103816986083,49.99676941351743,0.0
2020-10-01,32.09519958496094,33.23809814453125,31.809499740600586,32.19049835205078,297080,2756.8259694099424,2718.6770496749878,40.32064313803548,0.0
2020-10-02,13636.400390625,13636.400390625,13636.400390625,13636.400390625,627,3436.93646402359,2990.805057487488,59.94415600456096,0.0
2020-10-05,31.618999481201172,32.09519958496094,30.190500259399414,30.476200103759766,308187,2740.735274028778,2744.142589302063,49.997096036071454,0.0
2020-10-06,30.95240020751953,30.95240020751953,29.618999481201172,29.809499740600586,503884,2740.3733690261843,2744.1273513031006,49.996689486917894,0.0
2020-10-07,29.904800415039062,30.761899948120117,29.523799896240234,29.809499740600586,640872,2740.087654018402,2744.070207328796,49.99709603490835,0.0
2020-10-08,30.476200103759766,30.476200103759766,29.238100051879883,29.523799896240234,429312,2739.740034008026,2743.999731330872,40.05171878150937,0.0
2020-10-09,13590.900390625,13590.900390625,13590.900390625,13590.900390625,1100,2760.195063304901,3015.1663111495973,59.91785884717598,0.0
2020-10-12,28.66670036315918,29.238100051879883,28.095199584960938,28.381000518798828,527166,2759.818873310089,2761.187935066223,49.99715133814999,0.0
2020-10-13,28.761899948120117,30.0,28.381000518798828,29.33329963684082,214245,2759.5236333847047,2761.098411026001,49.99790707359252,0.0
2020-10-14,29.523799896240234,30.0,29.04759979248047,29.618999481201172,170266,2759.2426784515383,2761.0317430114746,49.997907074756874,0.0
2020-10-15,29.904800415039062,30.0,29.33329963684082,29.618999481201172,201274,2758.995058441162,2760.959361038208,39.87981190171132,0.0
