date,open,high,low,close,volume,sma_20,sma_50,rsi,sentiment_score
2020-03-12,573.9905962154143,575.7091309346221,539.1902681514557,542.3695678710938,13965574,652.7359924316406,655.0804931640625,12.956982209645545,0.0
2020-03-13,508.68628698145295,573.1313402307924,489.78240469498,551.9503784179688,16903113,646.7769714355469,653.4564807128907,17.25605888016632,0.0
2020-03-16,534.4643034100769,534.5932144936081,498.37507391936435,501.081787109375,19140152,637.7933349609375,650.8520422363281,13.85119882022937,0.0
2020-03-17,505.3350502705367,508.68621353384583,472.5969889250257,476.8503723144531,16059887,627.8473129272461,647.5687799072266,11.943119226325535,0.0
2020-03-18,488.0638571912107,496.65653073330947,453.69316302281555,459.1065368652344,15390183,616.8852081298828,644.0535168457031,11.759292129054174,0.0
2020-03-19,437.58183411403814,479.47111131199466,437.58183411403814,468.7732238769531,16583991,606.0541397094727,640.9197674560547,14.930554922578878,0.0
2020-03-20,472.16734964434926,530.5545692477981,470.8784487808979,502.84320068359375,21354894,596.8062728881836,638.634116821289,27.440724588095392,0.0
2020-03-23,464.00435947172974,482.0060205736713,443.29603774017926,452.3612976074219,17146150,585.1825347900391,635.1781457519531,21.317835234519748,0.0
2020-03-24,448.5374985913173,516.5485215110975,448.5374985913173,506.7958068847656,20027097,576.3299362182618,632.6286993408203,31.78444795020968,0.0
2020-03-25,512.9825481945646,545.6347036910361,486.0874937615732,520.8878173828125,18339548,568.0723739624024,629.7527301025391,32.511734107246966,0.0
2020-03-26,528.4494251114769,559.2541389141585,525.9575287953459,552.5089111328125,14843813,562.0682388305664,627.4730938720703,38.09726122127144,0.0
2020-03-27,571.4556796621503,579.9194936239911,551.8643966613668,560.84375,13495283,556.6913711547852,625.4993560791015,40.68271417804706,0.0
2020-03-30,537.1278876410581,570.123767987329,533.6908189568843,538.5027465820312,14624804,552.1802169799805,623.0882501220703,41.44381494527506,0.0
2020-03-31,558.5238664111214,568.8350762525574,544.5178168656091,551.2200927734375,15175521,547.9032211303711,620.9168841552735,45.063240506831846,0.0
