date,open,high,low,close,volume,sma_20,sma_50,rsi,sentiment_score
2020-03-13,5.740305863273722,6.002292944870884,5.4691047191350695,5.997810363769531,634836000,6.729481840133667,6.404861783981323,42.26760400184839,0.0
2020-03-16,5.289795809090351,5.630727877877242,4.831318696774143,4.891087532043457,726972000,6.613409686088562,6.383261976242065,36.46421065677969,0.0
2020-03-17,5.003404438318646,5.500233677807778,4.756608858076544,5.410829067230225,833632000,6.51488721370697,6.373968486785889,40.23716508447672,0.0
2020-03-18,4.983231679255495,5.2282839626354765,4.499601844322408,5.05096960067749,874268000,6.375810003280639,6.356984987258911,40.30612153584714,0.0
2020-03-19,5.029551724362709,5.397379719871208,4.816127373888771,5.303741931915283,765512000,6.256838130950928,6.343628301620483,38.554359476217606,0.0
2020-03-20,5.453911927886964,5.735821893342123,5.1084977163710255,5.123938083648682,804636000,6.147082209587097,6.326451559066772,35.8809309489985,0.0
2020-03-23,5.122942664733292,5.39115604913871,4.943884999796366,5.2967705726623535,643876000,6.071839928627014,6.311417322158814,39.21767500514577,0.0
2020-03-24,5.702949978590255,6.292172088354584,5.679291623084315,6.205506801605225,1101644000,6.0560094833374025,6.313910713195801,43.32313044656337,0.0
2020-03-25,6.3205614963132195,6.520289265304306,6.068037887825773,6.116849422454834,793432000,6.028777241706848,6.310818004608154,44.61484582825201,0.0
2020-03-26,6.324048223224364,6.5302512073855095,6.225927824904156,6.406230926513672,696108000,6.034554958343506,6.315852460861206,48.31597358227275,0.0
2020-03-27,6.225927016464721,6.552663734688867,6.193054129417796,6.293914318084717,638828000,6.012963461875915,6.319491777420044,51.486590886249175,0.0
2020-03-30,6.359411602587438,6.623391286850987,6.31533202177179,6.6141767501831055,602252000,5.9994656324386595,6.327863826751709,50.93025667670564,0.0
2020-03-31,6.654272593740609,6.858483459323793,6.418932558861971,6.564619541168213,949960000,5.996614241600037,6.335070514678955,53.727329388178866,0.0
2020-04-01,6.366634738953416,6.513068416675838,6.0087682935239926,6.053345680236816,656912000,5.945013809204101,6.332718725204468,56.07739698066093,0.0
2020-04-02,6.082482203239504,6.37534998710841,6.034418319343871,6.362151145935059,675764000,5.9228246212005615,6.335462875366211,53.516311997204916,0.0
2020-04-03,6.324545131298273,6.366134274575781,5.936794627806533,6.074263095855713,663212000,5.895268535614013,6.331080389022827,63.56265283475573,0.0
2020-04-06,6.356422207479282,6.721012652243208,6.298894420190499,6.684154987335205,727884000,5.923857903480529,6.3400804233551025,64.30048105295695,0.0
2020-04-07,6.905798751803751,6.929457580587798,6.407724545831599,6.450808048248291,784520000,5.9213053464889525,6.349530649185181,66.18113462633633,0.0
